bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,143039830,9.78E+12,eng,308,43200,1873,3/28/2006,Penguin Classics
432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,140097317,9.78E+12,eng,203,12410,734,4/7/1987,Penguin Books
434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9.78E+12,eng,96,3672,195,7/7/1987,Penguin Books
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,940650762,9.78E+12,eng,179,2998,164,11/1/1986,Sun and Moon Press
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,963188925,9.78E+12,eng,256,74,2,1/1/1995,Sky Books (NY)
446,The Brooklyn Follies,Paul Auster,3.84,312426232,9.78E+12,eng,306,17977,1157,10/17/2006,Picador
447,Moon Palace,Paul Auster,3.94,140115854,9.78E+12,eng,320,16099,503,4/1/1990,Penguin Books
453,The Music of Chance,Paul Auster,3.9,140154078,9.78E+12,en-US,217,361,36,12/1/1991,Penguin Books
454,Travels in the Scriptorium,Paul Auster,3.23,805081453,9.78E+12,eng,145,6688,562,1/23/2007,Henry Holt & Company
456,Leviathan,Paul Auster,3.96,140178139,9.78E+12,eng,275,11744,443,9/1/1993,Penguin Books
463,The Red Notebook: True Stories,Paul Auster,3.77,811214982,9.78E+12,eng,104,2390,120,6/17/2002,New Directions
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,9.78E+12,fre,1075,21,1,11/7/2002,Actes Sud
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,143036556,9.78E+12,eng,608,52522,2780,12/27/2005,Penguin Books Ltd. (London)
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,446579785,9.78E+12,en-US,211,213,26,2/1/2006,Business Plus
477,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9.78E+12,eng,262,719,86,3/29/1990,Cambridge University Press
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,743203046,9.78E+12,eng,544,4762,512,8/7/2001,Simon  Schuster
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9.78E+12,eng,272,62,4,1/29/2002,Ballantine Books
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,393318281,9.78E+12,eng,576,278,20,9/17/1998,W. W. Norton  Company
493,My Inventions,Nikola Tesla,4.01,1599869942,9.78E+12,eng,88,2862,262,5/17/2006,Filiquarian Publishing  LLC.
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,806519606,9.78E+12,eng,542,2829,334,2/1/2001,Citadel
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,822549204,9.78E+12,eng,144,105,5,10/1/1994,Lerner Publications
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,932813860,9.78E+12,eng,100,102,2,12/1/2000,Adventures Unlimited Press
511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,373792689,9.78E+12,eng,249,478,12,6/27/2006,Harlequin Blaze
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,974514055,9.78E+12,en-US,828,1577,49,10/11/2004,Pragmatic Bookshelf
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,764585975,9.78E+12,eng,112,73,8,6/13/2000,Cliffs Notes
524,Lord of the Flies,William Golding,3.68,307281701,9.78E+12,eng,6,408,96,10/11/2005,Listening Library (Audio)
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,812969707,9.78E+12,eng,397,1693,100,9/12/2006,Random House
534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,9.78E+12,eng,216,1,0,1/1/1989,HarperCollins Publishers
537,The Lovely Bones,Alice Sebold,3.81,330485385,9.78E+12,en-GB,328,6485,966,6/1/2003,Picador
538,The Lovely Bones,Alice Sebold,3.81,159413023X,9.78E+12,en-US,532,367,73,4/1/2004,Large Print Press
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,345360354,9.78E+12,eng,224,1371,43,5/13/1990,Ballantine Books
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,321303474,7.85E+11,en-US,296,793,28,2/17/2005,Peachpit Press
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,321430840,9.78E+12,en-US,456,549,42,8/1/2006,Peachpit Press
576,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,9.78E+12,mul,575,288,31,5/15/2005,Taschen
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,743264460,9.78E+12,eng,245,26381,1109,6/13/2006,Scribner
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,743236017,9.78E+12,eng,272,62089,3324,7/2/2004,Scribner
619,Vice (V  #8),Jane Feather,3.51,553572490,9.78E+12,eng,419,474,19,5/2/1996,Bantam
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,60589469,9.78E+12,eng,540,166046,6446,4/25/2006,HarperTorch
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,802789471,9.78E+12,eng,32,1773,274,4/1/2005,Walker & Company
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,688060692,9.78E+12,en-GB,408,286,10,11/19/1990,William Morrow Paperbacks
643,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9.78E+12,eng,222,40,2,7/5/2002,Haynes Manuals N. America  Inc.
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9.78E+12,eng,191,27,0,9/1/2004,Rockport Publishers
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,451528808,9.78E+12,eng,304,7300,266,4/1/2003,Signet Classics
656,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,9.78E+12,eng,1392,211671,6245,6/25/1998,Oxford University Press
658,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,486451380,9.78E+12,eng,352,2403,210,9/8/2006,Dover Publications
662,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,452011876,9.78E+12,eng,1168,322483,14702,8/1/1999,Plume
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,451163087,9.78E+12,eng,224,2750,108,12/1/1963,Signet Book
664,The Fountainhead,Ayn Rand,3.87,452286751,9.78E+12,en-US,752,1886,229,4/26/2005,Dutton
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,451163931,9.78E+12,eng,176,11462,467,11/1/1964,Signet
667,Anthem,Ayn Rand,3.63,452281253,9.78E+12,eng,105,110952,7277,12/1/1999,NAL
668,We the Living,Ayn Rand/Leonard Peikoff,3.91,451187849,9.78E+12,eng,464,23199,1086,1/1/1996,Signet
669,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,9.78E+12,eng,340,3501,153,7/15/1986,Signet
670,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,452274044,9.78E+12,eng,681,18,2,2/1/1997,NAL
672,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,471791431,9.78E+12,eng,416,150,7,6/1/2006,For Dummies
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,553803816,9.78E+12,eng,368,646,83,7/25/2006,Delacorte Press
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,9.78E+12,eng,192,12180,630,9/17/2002,Random House Trade Paperbacks
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,9.78E+12,eng,286,51,5,4/1/2004,Lyons Press
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518,9.78E+12,en-US,571,1601,284,1/1/2004,Alliance Publishing
685,The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,9.78E+12,eng,231,8854,672,7/7/2003,Farrar Straus Giroux
698,Digging to America,Anne Tyler,3.55,307263940,9.78E+12,eng,277,17155,1841,5/2/2006,Alfred A. Knopf
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,312405545,9.78E+12,eng,826,44,3,1/21/2004,Bedford Books
702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9.78E+12,en-US,528,234,11,10/7/2004,Oxford University Press  USA
703,The Plot Against America,Philip Roth,3.77,1400079497,9.78E+12,eng,391,33321,2925,9/27/2005,Vintage International
707,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,9.78E+12,en-GB,164,8703,417,9/22/1999,Dey Street Books
759,Collected Stories,Gabriel Garcrquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,9.78E+12,eng,352,6375,179,5/13/2008,Harper Perennial Modern Classics
762,Crónica de una muerte anunciada,Gabriel Garca Mrquez,3.97,1400034957,9.78E+12,spa,118,7888,411,10/14/2003,Vintage Espanol
763,Cien años de soledad,Gabriel Garca Mrquez,4.07,307350428,9.78E+12,spa,496,130,5,2/7/2006,Plaza y Janes
764,Del amor y otros demonios,Gabriel Garca Mrquez,3.98,307350444,9.78E+12,spa,176,4508,278,2/7/2006,Plaza y Janes
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9.78E+12,eng,533,397,47,10/12/2004,Vintage
766,Memoria de mis putas tristes,Gabriel Garca Mrquez,3.6,1400095808,9.78E+12,spa,112,5856,377,10/19/2004,Vintage Espanol
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,9.78E+12,eng,425,32569,1058,9/2/2004,Vintage Books USA
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,9.78E+12,eng,288,37,6,5/15/2005,Wisdom Publications
787,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,9.78E+12,eng,363,1,0,4/1/2006,Rough Guides
793,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,9.78E+12,eng,128,11,0,9/1/2004,Lonely Planet
797,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,8408064762,9.79E+12,spa,480,0,0,5/1/2006,Geoplaneta
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,1740592050,9.78E+12,eng,295,0,0,9/1/2001,Lonely Planet
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,618710531,9.78E+12,eng,287,6870,237,4/4/2006,Mariner Books
816,Cryptonomicon,Neal Stephenson,4.25,60512806,9.78E+12,eng,1139,83184,4249,11/1/2002,Avon
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,2228894168,9.78E+12,fre,418,5,0,3/31/2001,Payot
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,9.78E+12,en-US,815,19320,565,6/14/2005,William Morrow Paperbacks
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,9.78E+12,eng,927,30872,1735,9/21/2004,HarperCollins Perennial
824,The Cobweb,Neal Stephenson/J. Frederick George,3.61,553383442,9.78E+12,eng,448,2465,137,5/31/2005,Spectra Books
826,The Big U,Neal Stephenson,3.25,380816032,9.78E+12,en-US,308,4657,223,2/6/2001,William Morrow Paperbacks
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,9.78E+12,eng,499,71042,2767,5/2/2000,Spectra
828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,553383434,9.78E+12,eng,640,4731,270,5/31/2005,Spectra
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181,9.78E+12,en-US,464,1567,65,3/28/2006,HarperTorch
830,Snow Crash,Neal Stephenson/Guy Abadia,4.03,553380958,9.78E+12,eng,438,188100,6612,8/2/2000,Bantam Books
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,9.78E+12,eng,450,1474,30,6/1/2005,Two Plus Two Publishing LLC
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,9.78E+12,eng,381,1929,72,12/1/2004,Two Plus Two Publishing LLC
10112,Henry VIII (Shakespeare  Pelican),William Shakespeare/Stephen Orgel,3.54,140714758,9.78E+12,eng,126,93,14,8/1/2001,Penguin Classics
10115,The Memoirs of Cleopatra,Margaret George,4.18,330353829,9.78E+12,eng,1139,15616,913,1/10/1998,MacMillan General Books
10118,Saint George and the Dragon,Margaret Hodges/Trina Schart Hyman,4.18,316367958,9.78E+12,eng,32,6935,389,9/4/1990,Little  Brown Books for Young Readers
10126,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,312337078,9.78E+12,eng,261,3668,419,3/7/2006,St. Martin's Griffin
10134,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami/Nora Bierich,3.8,3499222507,9.78E+12,ger,218,44,2,8/1/1998,Rowohlt Tb
10147,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,1593080344,9.78E+12,eng,709,26794,278,9/1/2003,Barnes  Noble Classics
10148,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,4.47,1593080409,9.78E+12,eng,709,874,57,10/1/2003,Barnes  Noble Classics
10156,The Last of Her Kind,Sigrid Nunez,3.72,312425945,9.78E+12,eng,391,1459,242,12/12/2006,Picador USA
10165,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.94,449908976,9.78E+12,en-US,432,501,36,1/3/1994,Ballantine Books
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4,189491712X,9.78E+12,eng,320,63,11,10/1/2004,Napoleon and Co
10172,Wigfield: The Can-Do Town That Just May Not,Amy Sedaris/Stephen Colbert/Paul Dinello,3.58,1565117727,9.78E+12,eng,5,81,19,5/19/2004,Highbridge Audio
10173,The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,4.18,822216310,9.78E+12,eng,54,584,34,12/1/1998,Dramatists Play Service
10174,Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,3.74,312306180,9.78E+12,en-US,272,1307,178,9/14/2002,St. Martin's Griffin
10200,Venac sonetnih venaca; Puževa srma,Dobrica Erić,0,8644101277,9.79E+12,srp,222,0,0,1/1/1996,"Izdavačka agencija ""Draganić"""
10203,View With a Grain of Sand: Selected Poems,Wisława Szymborska/Stanisław Barańczak/Clare Cavanagh,4.33,156002167,9.78E+12,eng,214,3479,211,5/26/1995,Mariner Books
10204,View with a Grain of Sand: Selected Poems,Wisława Szymborska,4.33,571191630,9.78E+12,eng,214,33,7,10/23/1996,Faber  Faber
10205,Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,156011468,9.78E+12,eng,296,2561,120,11/16/2000,Mariner Books
10206,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,Wisława Szymborska/Magnus J. Kruyski,4.36,691013802,9.78E+12,eng,232,229,22,8/21/1981,Princeton University Press
10208,Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,4.42,393323854,9.78E+12,eng,159,482,47,11/17/2002,W. W. Norton  Company
10210,Jane Eyre,Charlotte Brontë/Michael Mason,4.12,142437204,9.78E+12,eng,532,1409369,27884,2/4/2003,Penguin
10215,The Far Pavilions,M.M. Kaye,4.21,517333414,9.78E+12,eng,0,19,4,12/12/1988,Random House Value Publishing
10217,Death in Kashmir,M.M. Kaye,3.95,312263104,9.78E+12,eng,256,1511,104,12/1/2000,St. Martins Press-3PL
10219,The Sun in the Morning: My Early Years in India and England,M.M. Kaye,4.22,312049994,9.78E+12,en-US,454,249,39,9/1/1990,St. Martin's Press
10220,Death in the Andamans,M.M. Kaye,3.93,312252811,9.78E+12,eng,272,845,57,2/11/2000,Minotaur Books
10221,Death in Berlin,M.M. Kaye,3.89,312263082,9.78E+12,eng,272,889,62,6/8/2000,Minotaur Books
10222,The Far Pavilions,M.M. Kaye,4.21,031215125X,9.78E+12,en-US,958,37064,1028,1/15/1997,St. Martin's Griffin
10224,Enchanted Evening,M.M. Kaye,4.38,312265816,9.78E+12,eng,368,99,11,12/5/2000,St. Martin's Press
10232,Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer/Amartya Sen,4.25,520243269,9.78E+12,eng,438,3994,212,11/22/2004,University of California Press
10233,Infections and Inequalities: The Modern Plagues,Paul Farmer,4.09,520229134,9.78E+12,eng,424,2534,80,2/23/2001,University of California Press
10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.21,812973011,9.78E+12,eng,333,63813,4347,8/31/2004,Random House Trade
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,1570625190,9.78E+12,eng,366,14183,398,1/4/2000,Shambhala
10255,Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam/Jim Marrs,3.92,977795306,9.78E+12,eng,374,1023,164,4/1/2007,Trine Day
10261,The Art of Richard P. Feynman,Michelle Feynman,4.31,2884490477,9.78E+12,en-US,174,13,2,7/1/1995,Routledge
10263,The Early History of God: Yahweh and the Other Deities in Ancient Israel,Mark S. Smith/Patrick D. Miller,4.03,080283972X,9.78E+12,eng,243,238,29,8/28/2002,Eerdmans
10269,Haiti  History  and the Gods,Joan Dayan/Colin Dayan,3.95,520213688,9.78E+12,eng,362,37,1,3/10/1998,University of California Press
10270,Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,3.72,195309685,9.78E+12,eng,309,104,8,6/1/2006,Oxford University Press  USA
10285,The World's Religions,Huston Smith,4.07,62508113,9.78E+12,eng,416,8741,306,9/13/1991,HarperOne
10289,Introduction to World Religions,Christopher Partridge,3.78,800637143,9.78E+12,eng,495,44,4,3/24/2005,Augsburg Fortress Publishing
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,4,140005477X,9.78E+12,eng,352,481,45,9/28/2004,Crown Forum
10308,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.87,743262727,9.78E+12,en-US,358,1341,88,8/8/2005,Simon  Schuster
10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,031242602X,9.78E+12,eng,432,6550,337,9/5/2006,Picador
10311,Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,713996870,9.78E+12,eng,391,29,7,6/28/2005,Allen Lane
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,3.67,1584795425,9.78E+12,eng,160,48,12,10/1/2006,Stewart  Tabori and Chang
10329,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,3.31,60885734,9.78E+12,eng,24,22,4,12/12/2006,Julie Andrews Collection
10332,Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,61131628,9.78E+12,eng,320,9944,846,8/15/2006,HarperCollins
10340,Giraffes Can't Dance,Giles Andreae/Guy Parker-Rees/Hugh Laurie,4.3,1846162661,9.78E+12,eng,32,15,3,6/1/2006,Orchard Books
10346,The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.53,316525650,9.78E+12,eng,414,224,37,8/21/2006,Little  Brown and Company
10347,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer/Kirsten Carlson,3.87,976882302,9.78E+12,eng,32,37,9,6/1/2006,Arbordale Publishing
10370,Where the Red Fern Grows with Connections,Wilson Rawls/Rafe Martin/Borden Deal/Kemp P. Battle/Robert Bethke/Harold Courlander/Maya Angelou/Nicholasa Mohr/Dick Perry/John R. Erickson,4.37,30547741,9.78E+12,eng,288,121,5,9/1/1998,Holt McDougal
10372,Summer of the Monkeys,Wilson Rawls,4.03,440415802,9.78E+12,eng,288,11150,794,12/29/1998,Yearling
10382,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.88,307383415,9.78E+12,en-US,442,1225,181,1/9/2007,Crown
10403,Doctor Who: Cat's Cradle-Time's Crucible,Marc Platt,3.22,426203658,9.78E+12,eng,275,589,40,2/20/1992,Virgin Publishing
10404,Doctor Who: Cat's Cradle-Witch Mark,Andrew    Hunt,3.22,426203682,9.78E+12,eng,256,399,25,6/18/1992,Virgin Publishing
10405,Doctor Who: Cat's Cradle-Warhead,Andrew Cartmel,3.51,426203674,9.78E+12,eng,262,410,34,4/16/1992,Virgin Publishing
10412,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt/Liz Tuccillo,3.66,141694740X,9.78E+12,eng,208,52688,2463,12/26/2006,Gallery Books
10414,Do Not Open This Book,Michaela Muntean/Pascal Lemaître,3.9,439698391,9.78E+12,eng,40,547,185,3/1/2006,Scholastic Press
10416,Not Your Mother's Slow Cooker Cookbook,Beth Hensperger/Julie Kaufmann,3.78,1558322450,9.78E+12,en-US,520,5695,87,12/21/2004,Harvard Common Press
10417,Hands Are Not for Hitting (Ages 4-7),Martine Agassi/Marieka Heinlen,4.04,1575420775,9.78E+12,eng,35,309,45,2/1/2001,Free Spirit Publishing
10420,Not So Big House,Sarah Susanka/Kira Obolensky,4.07,1561583766,9.78E+12,eng,208,1327,149,4/20/2001,Taunton Press
10421,Rodinsky's Room,Rachel Lichtenstein/Iain Sinclair,3.85,1862073295,9.78E+12,eng,362,199,19,2/1/2000,Granta UK
